case_id,activity,timestamp,resource,cooler_condition,valve_condition,pump_condition,accumulator_condition,stable_flag,load_temp,vibration,steady_state_temp,temp_stability,cooling_efficiency,cooling_power,final_temp,max_temp,temp_rise,warning_reason
Cycle_0084,Cooling_Active,2004-01-01 01:23:30,cooler,,,,,,,,,,20.96143333333334,1.5644833333333337,,,,
Cycle_0084,Cycle_Warning,2004-01-01 01:24:00,hydraulic_system,,,,,,,,,,,,52.898,53.16,-0.023999999999993804,abnormal_temperature
Cycle_0085,Cycle_Start,2004-01-01 01:24:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0085,Load_Application,2004-01-01 01:24:15,hydraulic_system,,,,,,52.4721,0.6295,,,,,,,,
Cycle_0085,Steady_State_Reached,2004-01-01 01:24:35,hydraulic_system,,,,,,,,52.98676666666666,0.11100110610059438,,,,,,
Cycle_0085,Cooling_Active,2004-01-01 01:24:30,cooler,,,,,,,,,,20.62261666666667,1.5415999999999999,,,,
Cycle_0085,Cycle_Warning,2004-01-01 01:25:00,hydraulic_system,,,,,,,,,,,,52.961,53.168,0.07399999999999807,abnormal_temperature
Cycle_0086,Cycle_Start,2004-01-01 01:25:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0086,Load_Application,2004-01-01 01:25:15,hydraulic_system,,,,,,52.5179,0.6539999999999999,,,,,,,,
Cycle_0086,Steady_State_Reached,2004-01-01 01:25:35,hydraulic_system,,,,,,,,53.053100000000015,0.1263092369279984,,,,,,
Cycle_0086,Cooling_Active,2004-01-01 01:25:30,cooler,,,,,,,,,,20.420633333333335,1.5361166666666664,,,,
Cycle_0086,Cycle_Warning,2004-01-01 01:26:00,hydraulic_system,,,,,,,,,,,,52.953,53.215,0.043000000000006366,abnormal_temperature
Cycle_0087,Cycle_Start,2004-01-01 01:26:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0087,Load_Application,2004-01-01 01:26:15,hydraulic_system,,,,,,52.569500000000005,0.6317999999999999,,,,,,,,
Cycle_0087,Steady_State_Reached,2004-01-01 01:26:35,hydraulic_system,,,,,,,,53.04606666666667,0.11703729699924208,,,,,,
Cycle_0087,Cooling_Active,2004-01-01 01:26:30,cooler,,,,,,,,,,20.301949999999994,1.5380666666666667,,,,
Cycle_0087,Cycle_Warning,2004-01-01 01:27:00,hydraulic_system,,,,,,,,,,,,52.977,53.207,0.0,abnormal_temperature
Cycle_0088,Cycle_Start,2004-01-01 01:27:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0088,Load_Application,2004-01-01 01:27:15,hydraulic_system,,,,,,52.550200000000004,0.6289999999999999,,,,,,,,
Cycle_0088,Steady_State_Reached,2004-01-01 01:27:35,hydraulic_system,,,,,,,,53.043833333333346,0.12127766580134314,,,,,,
Cycle_0088,Cooling_Active,2004-01-01 01:27:30,cooler,,,,,,,,,,20.63025,1.5624333333333333,,,,
Cycle_0088,Cycle_Warning,2004-01-01 01:28:00,hydraulic_system,,,,,,,,,,,,52.996,53.227,0.019000000000005457,abnormal_temperature
Cycle_0089,Cycle_Start,2004-01-01 01:28:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0089,Load_Application,2004-01-01 01:28:15,hydraulic_system,,,,,,52.5757,0.632,,,,,,,,
Cycle_0089,Steady_State_Reached,2004-01-01 01:28:35,hydraulic_system,,,,,,,,53.095800000000004,0.11947619009660437,,,,,,
Cycle_0089,Cooling_Active,2004-01-01 01:28:30,cooler,,,,,,,,,,21.12446666666667,1.59845,,,,
Cycle_0089,Cycle_Warning,2004-01-01 01:29:00,hydraulic_system,,,,,,,,,,,,52.992,53.23,0.022999999999996135,abnormal_temperature
Cycle_0090,Cycle_Start,2004-01-01 01:29:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0090,Load_Application,2004-01-01 01:29:15,hydraulic_system,,,,,,52.636199999999995,0.6251999999999999,,,,,,,,
Cycle_0090,Steady_State_Reached,2004-01-01 01:29:35,hydraulic_system,,,,,,,,53.120566666666676,0.10754245156629487,,,,,,
Cycle_0090,Cooling_Active,2004-01-01 01:29:30,cooler,,,,,,,,,,20.986749999999994,1.5908833333333332,,,,
Cycle_0090,Cycle_Warning,2004-01-01 01:30:00,hydraulic_system,,,,,,,,,,,,53.164,53.234,0.17200000000000415,abnormal_temperature
Cycle_0091,Cycle_Start,2004-01-01 01:30:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0091,Load_Application,2004-01-01 01:30:15,hydraulic_system,,,,,,52.6836,0.6305,,,,,,,,
Cycle_0091,Steady_State_Reached,2004-01-01 01:30:35,hydraulic_system,,,,,,,,53.12203333333333,0.11298096693199677,,,,,,
Cycle_0091,Cooling_Active,2004-01-01 01:30:30,cooler,,,,,,,,,,20.96168333333333,1.5882666666666667,,,,
Cycle_0091,Cycle_Warning,2004-01-01 01:31:00,hydraulic_system,,,,,,,,,,,,53.074,53.312,0.0,abnormal_temperature
Cycle_0092,Cycle_Start,2004-01-01 01:31:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0092,Load_Application,2004-01-01 01:31:15,hydraulic_system,,,,,,52.664,0.6372,,,,,,,,
Cycle_0092,Steady_State_Reached,2004-01-01 01:31:35,hydraulic_system,,,,,,,,53.16143333333333,0.11006957900447463,,,,,,
Cycle_0092,Cooling_Active,2004-01-01 01:31:30,cooler,,,,,,,,,,20.987716666666664,1.5918499999999998,,,,
Cycle_0092,Cycle_Warning,2004-01-01 01:32:00,hydraulic_system,,,,,,,,,,,,53.152,53.312,0.07000000000000028,abnormal_temperature
Cycle_0093,Cycle_Start,2004-01-01 01:32:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0093,Load_Application,2004-01-01 01:32:15,hydraulic_system,,,,,,52.7025,0.6265,,,,,,,,
Cycle_0093,Steady_State_Reached,2004-01-01 01:32:35,hydraulic_system,,,,,,,,53.183800000000005,0.12268479938443926,,,,,,
Cycle_0093,Cooling_Active,2004-01-01 01:32:30,cooler,,,,,,,,,,20.871366666666663,1.5776166666666667,,,,
Cycle_0093,Cycle_Warning,2004-01-01 01:33:00,hydraulic_system,,,,,,,,,,,,53.207,53.395,0.0589999999999975,abnormal_temperature
Cycle_0094,Cycle_Start,2004-01-01 01:33:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0094,Load_Application,2004-01-01 01:33:15,hydraulic_system,,,,,,52.73280000000001,0.6431,,,,,,,,
Cycle_0094,Steady_State_Reached,2004-01-01 01:33:35,hydraulic_system,,,,,,,,53.204566666666665,0.12630668584397575,,,,,,
Cycle_0094,Cooling_Active,2004-01-01 01:33:30,cooler,,,,,,,,,,21.109950000000005,1.5903166666666664,,,,
Cycle_0094,Cycle_Warning,2004-01-01 01:34:00,hydraulic_system,,,,,,,,,,,,53.242,53.402,0.0899999999999963,abnormal_temperature
Cycle_0095,Cycle_Start,2004-01-01 01:34:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0095,Load_Application,2004-01-01 01:34:15,hydraulic_system,,,,,,52.7719,0.6534000000000001,,,,,,,,
Cycle_0095,Steady_State_Reached,2004-01-01 01:34:35,hydraulic_system,,,,,,,,53.25970000000002,0.14409213487672848,,,,,,
Cycle_0095,Cooling_Active,2004-01-01 01:34:30,cooler,,,,,,,,,,20.843300000000003,1.5606333333333338,,,,
Cycle_0095,Cycle_Warning,2004-01-01 01:35:00,hydraulic_system,,,,,,,,,,,,53.23,53.406,0.03899999999999437,abnormal_temperature
Cycle_0096,Cycle_Start,2004-01-01 01:35:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0096,Load_Application,2004-01-01 01:35:15,hydraulic_system,,,,,,52.7694,0.6199999999999999,,,,,,,,
Cycle_0096,Steady_State_Reached,2004-01-01 01:35:35,hydraulic_system,,,,,,,,53.31323333333333,0.11519655183882771,,,,,,
Cycle_0096,Cooling_Active,2004-01-01 01:35:30,cooler,,,,,,,,,,21.742616666666667,1.6196166666666663,,,,
Cycle_0096,Cycle_Warning,2004-01-01 01:36:00,hydraulic_system,,,,,,,,,,,,53.32,53.488,0.09300000000000352,abnormal_temperature
Cycle_0097,Cycle_Start,2004-01-01 01:36:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0097,Load_Application,2004-01-01 01:36:15,hydraulic_system,,,,,,52.8113,0.6260999999999999,,,,,,,,
Cycle_0097,Steady_State_Reached,2004-01-01 01:36:35,hydraulic_system,,,,,,,,53.31963333333333,0.10856134466538088,,,,,,
Cycle_0097,Cooling_Active,2004-01-01 01:36:30,cooler,,,,,,,,,,20.824583333333337,1.5608666666666662,,,,
Cycle_0097,Cycle_Warning,2004-01-01 01:37:00,hydraulic_system,,,,,,,,,,,,53.312,53.48,0.08200000000000074,abnormal_temperature
Cycle_0098,Cycle_Start,2004-01-01 01:37:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0098,Load_Application,2004-01-01 01:37:15,hydraulic_system,,,,,,52.826499999999996,0.6287,,,,,,,,
Cycle_0098,Steady_State_Reached,2004-01-01 01:37:35,hydraulic_system,,,,,,,,53.333666666666666,0.1307678179913636,,,,,,
Cycle_0098,Cooling_Active,2004-01-01 01:37:30,cooler,,,,,,,,,,19.967350000000003,1.5157166666666666,,,,
Cycle_0098,Cycle_Warning,2004-01-01 01:38:00,hydraulic_system,,,,,,,,,,,,53.32,53.508,0.10099999999999909,abnormal_temperature
Cycle_0099,Cycle_Start,2004-01-01 01:38:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0099,Load_Application,2004-01-01 01:38:15,hydraulic_system,,,,,,52.86490000000001,0.6318999999999999,,,,,,,,
Cycle_0099,Steady_State_Reached,2004-01-01 01:38:35,hydraulic_system,,,,,,,,53.3455,0.09791416308856077,,,,,,
Cycle_0099,Cooling_Active,2004-01-01 01:38:30,cooler,,,,,,,,,,19.7246,1.5094666666666667,,,,
Cycle_0099,Cycle_Warning,2004-01-01 01:39:00,hydraulic_system,,,,,,,,,,,,53.293,53.5,-0.027000000000001023,abnormal_temperature
Cycle_0100,Cycle_Start,2004-01-01 01:39:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0100,Load_Application,2004-01-01 01:39:15,hydraulic_system,,,,,,52.865300000000005,0.6749,,,,,,,,
Cycle_0100,Steady_State_Reached,2004-01-01 01:39:35,hydraulic_system,,,,,,,,53.331266666666664,0.10090191056444624,,,,,,
Cycle_0100,Cooling_Active,2004-01-01 01:39:30,cooler,,,,,,,,,,19.833983333333336,1.5099666666666667,,,,
Cycle_0100,Cycle_Warning,2004-01-01 01:40:00,hydraulic_system,,,,,,,,,,,,53.293,53.473,-0.030999999999998806,abnormal_temperature
